,Question Identifier,Grade level,Claim,Target,Type,Task model,Variant,Sub-variant,Prompt feature #,Prompt features,Stimulus #,Stimulus,Owner,Questions/comments/notes,# of drafted questions,# of approved questions,# of deployed questions,Exercise name,Recommend adding to exercise,Exercise Link
7.1.D.3.CR.1,7.1.D.3.CR.1.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,3.CR,1,b,1,The student is prompted to solve an equation that represents a real-life or mathematical problem,1,"The student is presented with a real-life or mathematical problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,Covered in: Linear equations word problems,Could add p(x+q)=r form,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_equation_word_problems.html?debug
7.1.D.3.CR.2,7.1.D.3.CR.2.a,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,3.CR,2,a,1,The student is prompted to construct an equation that represents a real-life or mathematical problem. ,2,"The student is presented with an equation of the form px + q = r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,,,
7.1.D.3.CR.2,7.1.D.3.CR.2.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,3.CR,2,b,1,The student is prompted to solve an equation that represents a real-life or mathematical problem,2,"The student is presented with an equation of the form px + q = r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,Covered in: 2-step equations,Could add p(x+q)=r form,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_equations_2.html
7.1.D.3.SR.1,7.1.D.3.SR.1.a,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,3.SR,1,a,1,The student is prompted to identify an equation that represents a mathematical problem. ,1,"The student is presented with a mathematical problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,,,
7.1.D.3.SR.1,7.1.D.3.SR.1.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,3.SR,1,b,1,The student is prompted to identify an equation that represents a real-life problem. ,1,"The student is presented with a real-life problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,,,
7.1.D.3.SR.1,7.1.D.3.SR.1.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,3.SR,1,b,,The student is prompted to identify the solution to an equation that represents a real-life or mathematical problem,1,"The student is presented with a real-life or mathematical problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,Related to: Linear equations word problems (the exercise is CR),,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_equation_word_problems.html?debug
7.1.D.3.SR.2,7.1.D.3.SR.2.a,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,3.SR,2,a,1,The student is prompted to identify the solution to an equation that represents a mathematical problem,2,"The student is presented with an equation of the form px + q = r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,,,
7.1.D.3.SR.2,7.1.D.3.SR.2.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,3.SR,2,b,1,The student is prompted to identify the solution to an equation that represents a real-life problem,2,"The student is presented with an equation of the form px + q = r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,Related to: 2-step equations (the exercise is CR),,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_equations_2.html
7.1.D.4.CR.1,7.1.D.4.CR.1.a,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,4.CR,1,a,1,The student is prompted to construct an inequality that represents a real-life or mathematical problem. ,1,"The student is presented with a real-life or mathematical problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,,,
7.1.D.4.CR.1,7.1.D.4.CR.1.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,4.CR,1,b,1,The student is prompted to solve an inequality that represents a real-life or mathematical problem,1,"The student is presented with a real-life or mathematical problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",,,,,,Covered in: Linear equations word problems,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/linear_equation_word_problems.html?debug
7.1.D.4.CR.2,7.1.D.4.CR.2.a,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,4.CR,2,a,1,The student is prompted to construct an inequality that represents a real-life or mathematical problem.,2,"The student is presented with an inequality of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers",,,,,,,,
7.1.D.4.CR.2,7.1.D.4.CR.2.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,CR,4.CR,2,b,1, The student is prompted to solve an inequality that represents a real-life or mathematical problem,2,"The student is presented with an inequality of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers",,,,,,,Multistep linear inequalities (there is not a problem type with this specific form),https://www.khanacademy.org/math/algebra/linear_inequalities/inequalities/e/linear_inequalities
7.1.D.4.SR.1,7.1.D.4.SR.1.a,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,4.SR,1,a,1,The student is prompted to identify an inequality that represents a real-life or mathematical problem.,1,"The student is presented with a mathematical problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",Lisa,,,,,,,
7.1.D.4.SR.1,7.1.D.4.SR.1.b,7,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,D - Solve real-life and mathematical problems using numerical and algebraic expressions and equations,SR,4.SR,1,b,1,The student is prompted to identify an inequality that represents a real-life or mathematical problem.,,"The student is presented with a real-life problem that leads to an equation of the form px+q=r or p(x+q)=r, where p, q, and r are specific rational numbers",Lisa,,,,,Related to: Linear equations word problems (the exercise is CR),,https://www.khanacademy.org/math/algebra/solving-linear-equations-and-inequalities/basic-equation-practice/e/linear_equation_word_problems
